P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Double_bonds,18PG,DOPE,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
1,1,9.784,2,9,2,0,1,195.0333333,0.254,5.876666667,8,0.199600798,60,50.0
1,1,9.784,2,9,2,0,1,179.0333333,0.261666667,6.29,12,0.199600798,60,50.0
1,1,9.784,2,9,2,0,1,237.6333333,0.301,6.303333333,4,0.199600798,80,50.0
1,1,9.784,2,9,2,0,1,164.9666667,0.183666667,11.93333333,8,0.199600798,80,50.0
1,1,9.784,2,9,2,0,1,171.5333333,0.187333333,8.72,12,0.199600798,80,50.0
1,1,9.784,2,9,2,0,1,177.0333333,0.31,-4.186666667,4,0.99009901,20,0.497512438
1,1,9.784,2,9,2,0,1,223.4,0.485666667,-2.646666667,8,0.99009901,20,0.497512438
1,1,9.784,2,9,2,0,1,169.1333333,0.368333333,-2.373333333,12,0.99009901,20,0.497512438
1,1,9.784,2,9,2,0,1,193.5,0.275333333,-1.616666667,4,0.99009901,40,0.497512438
1,1,9.784,2,9,2,0,1,139.0,0.236666667,-1.976666667,8,0.99009901,40,0.497512438
1,1,9.784,2,9,2,0,1,159.2333333,0.303666667,-2.136666667,12,0.99009901,40,0.497512438
1,1,9.784,2,9,2,0,1,171.7,0.236333333,-0.094333333,4,0.99009901,60,0.497512438
1,1,9.784,2,9,2,0,1,150.1333333,0.232,-1.95,8,0.99009901,60,0.497512438
1,1,9.784,2,9,2,0,1,177.5333333,0.260666667,-2.43,12,0.99009901,60,0.497512438
1,1,9.784,2,9,2,0,1,219.6333333,0.307666667,-15.26666667,4,0.99009901,80,0.497512438
1,1,9.784,2,9,2,0,1,141.4666667,0.245666667,-3.21,8,0.99009901,80,0.497512438
1,1,9.784,2,9,2,0,1,160.0333333,0.184333333,-4.51,12,0.99009901,80,0.497512438
1,1,9.784,2,9,2,0,1,176.9333333,0.24,-4.66,4,0.99009901,20,0.99009901
1,1,9.784,2,9,2,0,1,263.8333333,0.433333333,-6.34,8,0.99009901,20,0.99009901
1,1,9.784,2,9,2,0,1,303.3666667,0.674666667,-2.326666667,12,0.99009901,20,0.99009901
1,1,9.784,2,9,2,0,1,174.6666667,0.246333333,-3.043333333,4,0.99009901,40,0.99009901
1,1,9.784,2,9,2,0,1,148.9333333,0.217333333,-0.049066667,8,0.99009901,40,0.99009901
1,1,9.784,2,9,2,0,1,152.4666667,0.288333333,-1.993333333,12,0.99009901,40,0.99009901
1,1,9.784,2,9,2,0,1,164.2,0.201666667,-2.476666667,4,0.99009901,60,0.99009901
1,1,9.784,2,9,2,0,1,150.2666667,0.204333333,1.32,8,0.99009901,60,0.99009901
1,1,9.784,2,9,2,0,1,191.8,0.244333333,-1.426666667,12,0.99009901,60,0.99009901
1,1,9.784,2,9,2,0,1,241.5333333,0.267,-15.93333333,4,0.99009901,80,0.99009901
1,1,9.784,2,9,2,0,1,148.0333333,0.21,-3.53,8,0.99009901,80,0.99009901
1,1,9.784,2,9,2,0,1,155.5666667,0.167333333,-3.316666667,12,0.99009901,80,0.99009901
1,1,9.784,2,9,2,0,1,153.8666667,0.203,-3.213333333,4,0.99009901,20,1.960784314
1,1,9.784,2,9,2,0,1,203.9333333,0.501,-2.766666667,8,0.99009901,20,1.960784314
1,1,9.784,2,9,2,0,1,263.9333333,0.412333333,-1.060666667,12,0.99009901,20,1.960784314
1,1,9.784,2,9,2,0,1,170.0666667,0.220333333,-3.176666667,4,0.99009901,40,1.960784314
1,1,9.784,2,9,2,0,1,158.3666667,0.279,-1.57,8,0.99009901,40,1.960784314
1,1,9.784,2,9,2,0,1,130.9333333,0.215,0.963666667,12,0.99009901,40,1.960784314
1,1,9.784,2,9,2,0,1,160.7333333,0.165333333,-3.816666667,4,0.99009901,60,1.960784314
1,1,9.784,2,9,2,0,1,138.7333333,0.185333333,0.242266667,8,0.99009901,60,1.960784314
1,1,9.784,2,9,2,0,1,152.2333333,0.245666667,-1.88,12,0.99009901,60,1.960784314
1,1,9.784,2,9,2,0,1,189.0,0.199,-15.9,4,0.99009901,80,1.960784314
1,1,9.784,2,9,2,0,1,147.2,0.241333333,-5.523333333,8,0.99009901,80,1.960784314
1,1,9.784,2,9,2,0,1,148.5333333,0.207,-2.94,12,0.99009901,80,1.960784314
1,1,9.784,2,9,2,0,1,154.9,0.957333333,-5.373333333,4,0.99009901,20,9.090909091
1,1,9.784,2,9,2,0,1,230.9333333,0.481666667,-2.173333333,8,0.99009901,20,9.090909091
1,1,9.784,2,9,2,0,1,168.1666667,0.428,-0.284166667,12,0.99009901,20,9.090909091
1,1,9.784,2,9,2,0,1,164.0666667,0.157333333,-0.60825,4,0.99009901,40,9.090909091
1,1,9.784,2,9,2,0,1,478.0,0.815333333,-3.73,8,0.99009901,40,9.090909091
1,1,9.784,2,9,2,0,1,161.1333333,0.330333333,0.813333333,12,0.99009901,40,9.090909091
1,1,9.784,2,9,2,0,1,179.6666667,0.263333333,1.84,4,0.99009901,60,9.090909091
1,1,9.784,2,9,2,0,1,153.8,0.197333333,-0.397333333,8,0.99009901,60,9.090909091
1,1,9.784,2,9,2,0,1,150.7333333,0.228333333,-0.254666667,12,0.99009901,60,9.090909091
1,1,9.784,2,9,2,0,1,222.5666667,0.208,-12.13333333,4,0.99009901,80,9.090909091
1,1,9.784,2,9,2,0,1,166.1666667,0.209333333,-6.06,8,0.99009901,80,9.090909091
1,1,9.784,2,9,2,0,1,198.6666667,0.219,-0.9158,12,0.99009901,80,9.090909091
1,1,9.784,2,9,2,0,1,236.7666667,0.272333333,-3.646666667,4,0.99009901,20,50.0
1,1,9.784,2,9,2,0,1,211.3666667,0.439666667,1.916666667,8,0.99009901,20,50.0
1,1,9.784,2,9,2,0,1,182.6,0.281,0.651,12,0.99009901,20,50.0
1,1,9.784,2,9,2,0,1,179.9,0.168333333,-1.32,4,0.99009901,40,50.0
1,1,9.784,2,9,2,0,1,196.2,0.148333333,2.876666667,8,0.99009901,40,50.0
1,1,9.784,2,9,2,0,1,180.0,0.512666667,-3.013333333,12,0.99009901,40,50.0
1,1,9.784,2,9,2,0,1,197.7,0.18,0.54,4,0.99009901,60,50.0
1,1,9.784,2,9,2,0,1,148.4666667,0.206666667,4.106666667,8,0.99009901,60,50.0
1,1,9.784,2,9,2,0,1,171.6333333,0.198666667,1.651,12,0.99009901,60,50.0
1,1,9.784,2,9,2,0,1,253.0666667,0.335333333,-0.074666667,4,0.99009901,80,50.0
1,1,9.784,2,9,2,0,1,186.6333333,0.255,-5.6,8,0.99009901,80,50.0
1,1,9.784,2,9,2,0,1,150.0333333,0.178,6.683333333,12,0.99009901,80,50.0
1,1,9.784,2,9,2,0,1,274.6,0.739666667,-9.106666667,4,9.090909091,20,0.497512438
1,1,9.784,2,9,2,0,1,236.6,0.577,-4.033333333,8,9.090909091,20,0.497512438
1,1,9.784,2,9,2,0,1,405.4,0.707666667,-5.893333333,12,9.090909091,20,0.497512438
1,1,9.784,2,9,2,0,1,170.1333333,0.409333333,-5.413333333,4,9.090909091,40,0.497512438
1,1,9.784,2,9,2,0,1,176.6666667,0.290333333,-1.593333333,8,9.090909091,40,0.497512438
1,1,9.784,2,9,2,0,1,260.6666667,0.788666667,-1.943333333,12,9.090909091,40,0.497512438
1,1,9.784,2,9,2,0,1,153.6333333,0.193,-3.223333333,4,9.090909091,60,0.497512438
1,1,9.784,2,9,2,0,1,153.0333333,0.370333333,-1.48,8,9.090909091,60,0.497512438
1,1,9.784,2,9,2,0,1,149.9,0.288333333,-2.086666667,12,9.090909091,60,0.497512438
1,1,9.784,2,9,2,0,1,133.1,0.144333333,-3.64,4,9.090909091,80,0.497512438
1,1,9.784,2,9,2,0,1,138.3666667,0.247666667,-33.9,8,9.090909091,80,0.497512438
1,1,9.784,2,9,2,0,1,136.2333333,0.169,-2.783333333,12,9.090909091,80,0.497512438
1,1,9.784,2,9,2,0,1,196.5,0.676666667,-6.903333333,4,9.090909091,20,0.99009901
1,1,9.784,2,9,2,0,1,197.3,0.605666667,-2.48,8,9.090909091,20,0.99009901
1,1,9.784,2,9,2,0,1,213.9333333,0.647666667,-1.81,12,9.090909091,20,0.99009901
1,1,9.784,2,9,2,0,1,137.9333333,0.216666667,-6.893333333,4,9.090909091,40,0.99009901
1,1,9.784,2,9,2,0,1,470.4333333,1.0,-3.68,8,9.090909091,40,0.99009901
1,1,9.784,2,9,2,0,1,165.9666667,0.624666667,-2.296666667,12,9.090909091,40,0.99009901
1,1,9.784,2,9,2,0,1,137.5666667,0.191333333,-3.093333333,4,9.090909091,60,0.99009901
1,1,9.784,2,9,2,0,1,115.6333333,0.217,-2.686666667,8,9.090909091,60,0.99009901
1,1,9.784,2,9,2,0,1,207.0666667,0.332333333,-1.29,12,9.090909091,60,0.99009901
1,1,9.784,2,9,2,0,1,145.4,0.130333333,-3.763333333,4,9.090909091,80,0.99009901
1,1,9.784,2,9,2,0,1,135.8666667,0.231,-36.3,8,9.090909091,80,0.99009901
1,1,9.784,2,9,2,0,1,120.9333333,0.173,-1.66,12,9.090909091,80,0.99009901
1,1,9.784,2,9,2,0,1,278.8333333,0.789333333,-8.986666667,4,9.090909091,20,1.960784314
1,1,9.784,2,9,2,0,1,415.8,0.856666667,-6.63,8,9.090909091,20,1.960784314
1,1,9.784,2,9,2,0,1,496.8333333,0.378333333,-6.54,12,9.090909091,20,1.960784314
1,1,9.784,2,9,2,0,1,93.06666667,0.211,-2.723333333,4,9.090909091,40,1.960784314
1,1,9.784,2,9,2,0,1,207.5666667,0.603666667,-2.203333333,8,9.090909091,40,1.960784314
1,1,9.784,2,9,2,0,1,201.6333333,0.620333333,-2.146666667,12,9.090909091,40,1.960784314
1,1,9.784,2,9,2,0,1,136.1666667,0.159666667,-2.57,4,9.090909091,60,1.960784314
1,1,9.784,2,9,2,0,1,129.5,0.283,-1.666333333,8,9.090909091,60,1.960784314
1,1,9.784,2,9,2,0,1,202.5,0.512333333,-2.12,12,9.090909091,60,1.960784314
1,1,9.784,2,9,2,0,1,143.0333333,0.155333333,-3.51,4,9.090909091,80,1.960784314
1,1,9.784,2,9,2,0,1,134.7,0.230666667,-36.66666667,8,9.090909091,80,1.960784314
1,1,9.784,2,9,2,0,1,135.2333333,0.219666667,-2.383333333,12,9.090909091,80,1.960784314
1,1,9.784,2,9,2,0,1,235.4666667,0.617,-9.563333333,4,9.090909091,20,9.090909091
1,1,9.784,2,9,2,0,1,378.9333333,0.809333333,-5.376666667,8,9.090909091,20,9.090909091
1,1,9.784,2,9,2,0,1,476.3333333,0.748333333,-7.476666667,12,9.090909091,20,9.090909091
1,1,9.784,2,9,2,0,1,132.7666667,0.226,-5.483333333,4,9.090909091,40,9.090909091
1,1,9.784,2,9,2,0,1,279.9666667,0.880333333,-2.596666667,8,9.090909091,40,9.090909091
1,1,9.784,2,9,2,0,1,153.0,0.411666667,-1.983333333,12,9.090909091,40,9.090909091
1,1,9.784,2,9,2,0,1,156.7333333,0.235666667,-3.656666667,4,9.090909091,60,9.090909091
1,1,9.784,2,9,2,0,1,134.0666667,0.204666667,-1.370333333,8,9.090909091,60,9.090909091
1,1,9.784,2,9,2,0,1,167.5,0.380333333,-2.37,12,9.090909091,60,9.090909091
1,1,9.784,2,9,2,0,1,144.4333333,0.081666667,-4.92,4,9.090909091,80,9.090909091
1,1,9.784,2,9,2,0,1,161.1333333,0.24,-31.9,8,9.090909091,80,9.090909091
1,1,9.784,2,9,2,0,1,118.1666667,0.198,-2.056666667,12,9.090909091,80,9.090909091
1,1,9.784,2,9,2,0,1,302.6666667,0.693,-8.333333333,4,9.090909091,20,50.0
1,1,9.784,2,9,2,0,1,270.0333333,0.633333333,-7.673333333,8,9.090909091,20,50.0
1,1,9.784,2,9,2,0,1,180.3,0.614,-9.613333333,12,9.090909091,20,50.0
1,1,9.784,2,9,2,0,1,157.5,0.177,-3.126666667,4,9.090909091,40,50.0
1,1,9.784,2,9,2,0,1,140.4666667,0.248666667,-1.383333333,8,9.090909091,40,50.0
1,1,9.784,2,9,2,0,1,228.2,0.517,-1.873333333,12,9.090909091,40,50.0
1,1,9.784,2,9,2,0,1,153.2,0.232666667,-2.37,4,9.090909091,60,50.0
1,1,9.784,2,9,2,0,1,129.7666667,0.194666667,-1.059,8,9.090909091,60,50.0
1,1,9.784,2,9,2,0,1,145.7333333,0.333666667,-1.533333333,12,9.090909091,60,50.0
1,1,9.784,2,9,2,0,1,165.1666667,0.186,-3.313333333,4,9.090909091,80,50.0
1,1,9.784,2,9,2,0,1,157.6666667,0.210666667,15.6,8,9.090909091,80,50.0
1,1,9.784,2,9,2,0,1,140.5666667,0.184333333,-1.012333333,12,9.090909091,80,50.0
1,0,12.515,0,4,2,0,0,157.3333333,0.166,5.9,4,0.199600798,20,0.497512438
1,0,12.515,0,4,2,0,0,138.8333333,0.375666667,5.12,8,0.199600798,20,0.497512438
1,0,12.515,0,4,2,0,0,235.9333333,0.509333333,9.113333333,12,0.199600798,20,0.497512438
1,0,12.515,0,4,2,0,0,175.8333333,0.266333333,12.9,4,0.199600798,40,0.497512438
1,0,12.515,0,4,2,0,0,172.5333333,0.298333333,1.866666667,8,0.199600798,40,0.497512438
1,0,12.515,0,4,2,0,0,173.3,0.307666667,6.673333333,12,0.199600798,40,0.497512438
1,0,12.515,0,4,2,0,0,222.7333333,0.28,16.2,4,0.199600798,60,0.497512438
1,0,12.515,0,4,2,0,0,163.4666667,0.289666667,13.33333333,8,0.199600798,60,0.497512438
1,0,12.515,0,4,2,0,0,132.7666667,0.248666667,15.63333333,12,0.199600798,60,0.497512438
1,0,12.515,0,4,2,0,0,172.6333333,0.228666667,-10.96666667,4,0.199600798,80,0.497512438
1,0,12.515,0,4,2,0,0,156.5,0.215666667,5.703333333,8,0.199600798,80,0.497512438
1,0,12.515,0,4,2,0,0,415.4333333,0.464333333,-30.56666667,12,0.199600798,80,0.497512438
1,0,12.515,0,4,2,0,0,126.4666667,0.141666667,1.823,4,0.199600798,20,0.99009901
1,0,12.515,0,4,2,0,0,173.0,0.266666667,7.926666667,8,0.199600798,20,0.99009901
1,0,12.515,0,4,2,0,0,198.5333333,0.402666667,2.883333333,12,0.199600798,20,0.99009901
1,0,12.515,0,4,2,0,0,185.6666667,0.295,12.1,4,0.199600798,40,0.99009901
1,0,12.515,0,4,2,0,0,160.6,0.245333333,4.013333333,8,0.199600798,40,0.99009901
1,0,12.515,0,4,2,0,0,183.8333333,0.354,2.956666667,12,0.199600798,40,0.99009901
1,0,12.515,0,4,2,0,0,224.0,0.195666667,22.76666667,4,0.199600798,60,0.99009901
1,0,12.515,0,4,2,0,0,147.6666667,0.245666667,9.33,8,0.199600798,60,0.99009901
1,0,12.515,0,4,2,0,0,146.4333333,0.24,19.53333333,12,0.199600798,60,0.99009901
1,0,12.515,0,4,2,0,0,170.8666667,0.246333333,7.633333333,4,0.199600798,80,0.99009901
1,0,12.515,0,4,2,0,0,136.8333333,0.256666667,7.98,8,0.199600798,80,0.99009901
1,0,12.515,0,4,2,0,0,290.3,0.270666667,-25.13333333,12,0.199600798,80,0.99009901
1,0,12.515,0,4,2,0,0,122.2,0.186333333,18.9,4,0.199600798,20,1.960784314
1,0,12.515,0,4,2,0,0,176.0666667,0.496333333,21.16666667,8,0.199600798,20,1.960784314
1,0,12.515,0,4,2,0,0,186.9666667,0.243,2.883333333,12,0.199600798,20,1.960784314
1,0,12.515,0,4,2,0,0,153.4666667,0.229666667,17.63333333,4,0.199600798,40,1.960784314
1,0,12.515,0,4,2,0,0,204.5333333,0.348333333,0.663333333,8,0.199600798,40,1.960784314
1,0,12.515,0,4,2,0,0,177.8333333,0.331,3.57,12,0.199600798,40,1.960784314
1,0,12.515,0,4,2,0,0,193.0,0.257666667,24.03333333,4,0.199600798,60,1.960784314
1,0,12.515,0,4,2,0,0,155.2333333,0.232666667,9.956666667,8,0.199600798,60,1.960784314
1,0,12.515,0,4,2,0,0,133.8333333,0.272,18.63333333,12,0.199600798,60,1.960784314
1,0,12.515,0,4,2,0,0,204.0333333,0.267,6.13,4,0.199600798,80,1.960784314
1,0,12.515,0,4,2,0,0,118.1,0.251,9.33,8,0.199600798,80,1.960784314
1,0,12.515,0,4,2,0,0,1330.666667,0.467333333,-27.3,12,0.199600798,80,1.960784314
1,0,12.515,0,4,2,0,0,105.7,0.192333333,44.06666667,4,0.199600798,20,9.090909091
1,0,12.515,0,4,2,0,0,131.2333333,0.203666667,25.86666667,8,0.199600798,20,9.090909091
1,0,12.515,0,4,2,0,0,241.2,0.458333333,1.388333333,12,0.199600798,20,9.090909091
1,0,12.515,0,4,2,0,0,204.4333333,0.278666667,26.16666667,4,0.199600798,40,9.090909091
1,0,12.515,0,4,2,0,0,135.9,0.314333333,27.06666667,8,0.199600798,40,9.090909091
1,0,12.515,0,4,2,0,0,199.2666667,0.421,22.36666667,12,0.199600798,40,9.090909091
1,0,12.515,0,4,2,0,0,157.6333333,0.228333333,30.7,4,0.199600798,60,9.090909091
1,0,12.515,0,4,2,0,0,133.6333333,0.194,15.33333333,8,0.199600798,60,9.090909091
1,0,12.515,0,4,2,0,0,139.3666667,0.264333333,20.86666667,12,0.199600798,60,9.090909091
1,0,12.515,0,4,2,0,0,138.7666667,0.140333333,15.56666667,4,0.199600798,80,9.090909091
1,0,12.515,0,4,2,0,0,143.8333333,0.207,18.4,8,0.199600798,80,9.090909091
1,0,12.515,0,4,2,0,0,581.7333333,0.704333333,-31.76666667,12,0.199600798,80,9.090909091
1,0,12.515,0,4,2,0,0,137.3,0.147333333,19.9,4,0.199600798,20,50.0
1,0,12.515,0,4,2,0,0,899.4,0.383333333,16.3,8,0.199600798,20,50.0
1,0,12.515,0,4,2,0,0,158.2333333,0.258666667,12.23333333,12,0.199600798,20,50.0
1,0,12.515,0,4,2,0,0,214.0333333,0.282,5.41,4,0.199600798,40,50.0
1,0,12.515,0,4,2,0,0,173.5,0.248333333,22.13333333,8,0.199600798,40,50.0
1,0,12.515,0,4,2,0,0,217.2,0.522333333,24.76666667,12,0.199600798,40,50.0
1,0,12.515,0,4,2,0,0,218.4,0.214,22.4,4,0.199600798,60,50.0
1,0,12.515,0,4,2,0,0,152.1333333,0.246333333,23.5,8,0.199600798,60,50.0
1,0,12.515,0,4,2,0,0,101.8666667,0.231333333,21.46666667,12,0.199600798,60,50.0
1,0,12.515,0,4,2,0,0,200.6,0.364,12.93333333,4,0.199600798,80,50.0
1,0,12.515,0,4,2,0,0,133.7333333,0.264333333,31.5,8,0.199600798,80,50.0
1,0,12.515,0,4,2,0,0,223.2,0.314333333,-16.6,12,0.199600798,80,50.0
1,0,12.515,0,4,2,0,0,265.1,0.339333333,-27.6,4,0.99009901,20,0.497512438
1,0,12.515,0,4,2,0,0,576.1666667,0.390666667,-2.563333333,8,0.99009901,20,0.497512438
1,0,12.515,0,4,2,0,0,453.7333333,0.368333333,1.926666667,12,0.99009901,20,0.497512438
1,0,12.515,0,4,2,0,0,157.1,0.253333333,-3.873333333,4,0.99009901,40,0.497512438
1,0,12.515,0,4,2,0,0,161.9333333,0.634666667,-3.35,8,0.99009901,40,0.497512438
1,0,12.515,0,4,2,0,0,154.0333333,0.321666667,-2.93,12,0.99009901,40,0.497512438
1,0,12.515,0,4,2,0,0,187.9,0.252666667,-3.706666667,4,0.99009901,60,0.497512438
1,0,12.515,0,4,2,0,0,151.0666667,0.26,-1.271,8,0.99009901,60,0.497512438
1,0,12.515,0,4,2,0,0,165.1666667,0.227,4.56,12,0.99009901,60,0.497512438
1,0,12.515,0,4,2,0,0,152.2,0.155,1.253333333,4,0.99009901,80,0.497512438
1,0,12.515,0,4,2,0,0,143.4666667,0.167666667,4.306666667,8,0.99009901,80,0.497512438
1,0,12.515,0,4,2,0,0,119.9666667,0.237,3.433333333,12,0.99009901,80,0.497512438
1,0,12.515,0,4,2,0,0,269.6333333,0.338666667,-30.33333333,4,0.99009901,20,0.99009901
1,0,12.515,0,4,2,0,0,115.6666667,0.283333333,3.27,8,0.99009901,20,0.99009901
1,0,12.515,0,4,2,0,0,388.5666667,0.348666667,-0.77,12,0.99009901,20,0.99009901
1,0,12.515,0,4,2,0,0,176.5,0.311333333,-3.76,4,0.99009901,40,0.99009901
1,0,12.515,0,4,2,0,0,214.0333333,0.314666667,-3.076666667,8,0.99009901,40,0.99009901
1,0,12.515,0,4,2,0,0,199.2,0.431,-2.876666667,12,0.99009901,40,0.99009901
1,0,12.515,0,4,2,0,0,182.5333333,0.252,-2.633333333,4,0.99009901,60,0.99009901
1,0,12.515,0,4,2,0,0,155.6333333,0.269,-2.463333333,8,0.99009901,60,0.99009901
1,0,12.515,0,4,2,0,0,181.7,0.266666667,2.173333333,12,0.99009901,60,0.99009901
1,0,12.515,0,4,2,0,0,175.7,0.143666667,-1.211333333,4,0.99009901,80,0.99009901
1,0,12.515,0,4,2,0,0,162.9666667,0.154333333,2.933333333,8,0.99009901,80,0.99009901
1,0,12.515,0,4,2,0,0,128.4666667,0.179,3.573333333,12,0.99009901,80,0.99009901
1,0,12.515,0,4,2,0,0,298.2666667,0.356666667,-28.56666667,4,0.99009901,20,1.960784314
1,0,12.515,0,4,2,0,0,139.2,0.262333333,1.826666667,8,0.99009901,20,1.960784314
1,0,12.515,0,4,2,0,0,307.7,0.539333333,1.6,12,0.99009901,20,1.960784314
1,0,12.515,0,4,2,0,0,162.2333333,0.378,-3.646666667,4,0.99009901,40,1.960784314
1,0,12.515,0,4,2,0,0,223.1333333,0.318,-2.73,8,0.99009901,40,1.960784314
1,0,12.515,0,4,2,0,0,242.6666667,0.782666667,-2.316666667,12,0.99009901,40,1.960784314
1,0,12.515,0,4,2,0,0,207.0333333,0.238333333,-5.89,4,0.99009901,60,1.960784314
1,0,12.515,0,4,2,0,0,154.4666667,0.284666667,-0.982333333,8,0.99009901,60,1.960784314
1,0,12.515,0,4,2,0,0,170.7333333,0.238333333,3.386666667,12,0.99009901,60,1.960784314
1,0,12.515,0,4,2,0,0,149.4333333,0.106333333,2.24,4,0.99009901,80,1.960784314
1,0,12.515,0,4,2,0,0,171.1333333,0.235,1.28,8,0.99009901,80,1.960784314
1,0,12.515,0,4,2,0,0,163.5333333,0.214,2.923333333,12,0.99009901,80,1.960784314
1,0,12.515,0,4,2,0,0,1760.0,0.536,-30.76666667,4,0.99009901,20,9.090909091
1,0,12.515,0,4,2,0,0,171.1666667,0.473666667,3.026666667,8,0.99009901,20,9.090909091
1,0,12.515,0,4,2,0,0,224.7333333,0.667333333,1.253333333,12,0.99009901,20,9.090909091
1,0,12.515,0,4,2,0,0,166.5666667,0.488666667,-2.246666667,4,0.99009901,40,9.090909091
1,0,12.515,0,4,2,0,0,146.1333333,0.331,-2.403333333,8,0.99009901,40,9.090909091
1,0,12.515,0,4,2,0,0,231.5,0.267666667,-2.746666667,12,0.99009901,40,9.090909091
1,0,12.515,0,4,2,0,0,161.8333333,0.254333333,-1.385333333,4,0.99009901,60,9.090909091
1,0,12.515,0,4,2,0,0,137.9,0.27,-0.514,8,0.99009901,60,9.090909091
1,0,12.515,0,4,2,0,0,150.0,0.260666667,2.373333333,12,0.99009901,60,9.090909091
1,0,12.515,0,4,2,0,0,169.0,0.172333333,-0.684,4,0.99009901,80,9.090909091
1,0,12.515,0,4,2,0,0,125.6,0.137,2.273333333,8,0.99009901,80,9.090909091
1,0,12.515,0,4,2,0,0,136.8666667,0.203,4.91,12,0.99009901,80,9.090909091
1,0,12.515,0,4,2,0,0,322.6333333,0.253,-28.23333333,4,0.99009901,20,50.0
1,0,12.515,0,4,2,0,0,130.5333333,0.249666667,4.226666667,8,0.99009901,20,50.0
1,0,12.515,0,4,2,0,0,401.8333333,0.549333333,6.786666667,12,0.99009901,20,50.0
1,0,12.515,0,4,2,0,0,161.9,0.303,-3.153333333,4,0.99009901,40,50.0
1,0,12.515,0,4,2,0,0,345.8666667,0.653,-1.426666667,8,0.99009901,40,50.0
1,0,12.515,0,4,2,0,0,354.4666667,0.356333333,-1.543333333,12,0.99009901,40,50.0
1,0,12.515,0,4,2,0,0,202.1,0.265333333,-2.55,4,0.99009901,60,50.0
1,0,12.515,0,4,2,0,0,139.7,0.281666667,0.63,8,0.99009901,60,50.0
